GEOTYPE,ST,GEO_ID,GEO_TTL,FOOTID_GEO,NAICS2012,NAICS2012_TTL,FOOTID_NAICS,YEAR,EMP,EMP_F,EMP_S,EMP_S_F,PAYANN,PAYANN_F,PAYANN_S,PAYANN_S_F,EMPAVPW,EMPAVPW_F,EMPAVPW_S,EMPAVPW_S_F,HOURS,HOURS_F,HOURS_S,HOURS_S_F,PAYANPW,PAYANPW_F,PAYANPW_S,PAYANPW_S_F,CSTMTOT,CSTMTOT_F,CSTMTOT_S,CSTMTOT_S_F,RCPTOT,RCPTOT_F,RCPTOT_S,RCPTOT_S_F,VALADD,VALADD_F,VALADD_S,VALADD_S_F,CEXTOT,CEXTOT_F,CEXTOT_S,CEXTOT_S_F
2,22,0400000US22,Louisiana,,313,Textile mills,,2016,272,,0,,16813,,0,,232,,0,,474,,0,,11846,,0,,38713,,0,,72817,,0,,0,D,0,D,2801,,0,
2,22,0400000US22,Louisiana,,313,Textile mills,,2015,276,,0,,13864,,0,,233,,0,,475,,0,,9728,,0,,0,D,0,D,80491,,0,,38125,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3131,"Fiber, yarn, and thread mills",,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3131,"Fiber, yarn, and thread mills",,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,,0,X
2,22,0400000US22,Louisiana,,3132,Fabric mills,,2016,109,,0,,10344,,0,,90,,0,,180,,0,,0,D,0,D,0,D,0,D,25468,,0,,17390,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3132,Fabric mills,,2015,112,,0,,6890,,0,,94,,0,,187,,0,,4865,,0,,0,D,0,D,0,D,0,D,16467,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3133,Textile and fabric finishing and fabric coating mills,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3133,Textile and fabric finishing and fabric coating mills,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,25639,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,314,Textile product mills,,2016,627,,4.2,,26610,,4.6,,532,,8.1,,837,,1.9,,20968,,22.4,,60922,,16.6,,134128,,9.8,,73239,,30.3,,4118,,39.1,
2,22,0400000US22,Louisiana,,314,Textile product mills,,2015,628,,3.9,,26945,,4.9,,520,,8.6,,809,,3.5,,20773,,22.8,,0,D,0,D,134406,,7.5,,69013,,31.3,,4150,s,50.9,s
2,22,0400000US22,Louisiana,,3141,Textile furnishings mills,,2016,60,,0,,1840,,0,,48,,0,,89,,0,,1366,,0,,4154,,0,,9458,,0,,5304,,0,,151,,0,
2,22,0400000US22,Louisiana,,3141,Textile furnishings mills,,2015,45,,0,,1550,,0,,36,,0,,65,,0,,1107,,0,,3881,,0,,8759,,0,,4906,,0,,148,,0,
2,22,0400000US22,Louisiana,,3149,Other textile product mills,,2016,567,,4.7,,24770,,5,,484,,8.9,,748,,2.2,,19602,,23.9,,56768,,17.8,,124670,,10.6,,67935,,32.7,,3967,s,40.6,s
2,22,0400000US22,Louisiana,,3149,Other textile product mills,,2015,583,,4.2,,25395,,5.2,,484,,9.3,,744,,3.8,,19666,,24.1,,0,D,0,D,125647,,8.1,,64107,,33.7,,4002,s,52.8,s
2,22,0400000US22,Louisiana,,315,Apparel manufacturing,,2016,83,,0,,2272,,0,,65,,0,,126,,0,,1613,,0,,2667,,0,,6710,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,315,Apparel manufacturing,,2015,86,,0,,2563,,0,,66,,0,,127,,0,,1664,,0,,0,D,0,D,8569,,0,,0,D,0,D,325,,0,
2,22,0400000US22,Louisiana,,3152,Cut and sew apparel manufacturing,,2016,76,,0,,2007,,0,,0,D,0,D,118,,0,,1492,,0,,2235,,0,,5672,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3152,Cut and sew apparel manufacturing,,2015,77,,0,,2310,,0,,0,D,0,D,116,,0,,0,D,0,D,3015,,0,,7296,,0,,4298,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3159,Apparel accessories and other apparel manufacturing,,2016,7,,0,,265,,0,,0,D,0,D,8,,0,,121,,0,,432,,0,,1038,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3159,Apparel accessories and other apparel manufacturing,,2015,9,,0,,253,,0,,0,D,0,D,11,,0,,0,D,0,D,0,D,0,D,1273,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,316,Leather and allied product manufacturing,,2016,127,,0,,4947,,0,,85,,0,,157,,0,,2284,,0,,0,D,0,D,19094,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,316,Leather and allied product manufacturing,,2015,109,,0,,5024,,0,,89,,0,,169,,0,,2317,,0,,7879,,0,,18356,,0,,10569,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3161,Leather and hide tanning and finishing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3161,Leather and hide tanning and finishing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3169,Other leather and allied product manufacturing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3169,Other leather and allied product manufacturing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,321,Wood product manufacturing,,2016,5744,,1.2,,268515,,1.3,,4988,,1.2,,10740,,1.2,,212746,,1.1,,1376196,,1,,2213121,,1,,849083,,1.5,,111656,,0.8,
2,22,0400000US22,Louisiana,,321,Wood product manufacturing,,2015,6330,,1,,296890,,1,,5530,,1.1,,11917,,1.1,,233328,,0.9,,1375010,,0.8,,2206038,,0.9,,834679,,1.4,,109253,,1.3,
2,22,0400000US22,Louisiana,,3211,Sawmills and wood preservation,,2016,1541,,4.2,,74352,,3.6,,1346,,4.2,,3034,,4,,58280,,3.8,,386076,,3.3,,621734,,3.2,,245917,,4.7,,23158,,4,
2,22,0400000US22,Louisiana,,3211,Sawmills and wood preservation,,2015,1623,,3.9,,78259,,3.3,,1418,,4,,3197,,3.8,,60264,,3.4,,405495,,2.7,,624923,,2.8,,226104,,5,,31673,,4.3,
2,22,0400000US22,Louisiana,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2016,2953,,0,,144863,,0,,2618,,0,,5583,,0,,120198,,0,,858468,,0,,1317138,,0,,458824,,0,,69114,,0,
2,22,0400000US22,Louisiana,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2015,3473,,0,,172258,,0,,3084,,0,,6615,,0,,140480,,0,,854206,,0,,1345577,,0,,488772,,0,,71277,,0,
2,22,0400000US22,Louisiana,,3219,Other wood product manufacturing,,2016,1250,,1.8,,49299,,4.7,,1024,,2.5,,2124,,2.5,,34268,,2.3,,131651,,4.1,,274249,,3.5,,144342,,3.4,,19384,,0.1,
2,22,0400000US22,Louisiana,,3219,Other wood product manufacturing,,2015,1234,,1.4,,46373,,3.4,,1028,,1.7,,2105,,1.8,,32584,,1.9,,115309,,3.1,,235538,,2.8,,119804,,3.3,,6303,,4.1,
2,22,0400000US22,Louisiana,,322,Paper manufacturing,,2016,6634,,1.1,,516828,,0.7,,5137,,1.2,,11671,,1,,378846,,0.6,,2578360,,0.8,,5815265,,0.4,,3238463,,0.3,,345094,,0.2,
2,22,0400000US22,Louisiana,,322,Paper manufacturing,,2015,6880,,2.1,,528443,,0.7,,5275,,1.6,,12023,,1.3,,385565,,0.5,,2638398,,1,,6004974,,0.6,,3348844,,0.4,,393797,,0.2,
2,22,0400000US22,Louisiana,,3221,"Pulp, paper, and paperboard mills",,2016,4572,,0,,410665,,0,,3428,,0,,7914,,0,,302086,,0,,1841958,,0,,4643081,,0,,2808814,,0,,326917,,0,
2,22,0400000US22,Louisiana,,3221,"Pulp, paper, and paperboard mills",,2015,4634,,0,,414917,,0,,3497,,0,,8192,,0,,306095,,0,,1859530,,0,,4789208,,0,,2909091,,0,,379439,,0,
2,22,0400000US22,Louisiana,,3222,Converted paper product manufacturing,,2016,2062,,3.4,,106163,,3.6,,1709,,3.7,,3757,,3.1,,76760,,3,,736402,,2.7,,1172184,,2.1,,429649,,2.1,,18177,,4,
2,22,0400000US22,Louisiana,,3222,Converted paper product manufacturing,,2015,2246,,6.4,,113526,,3.1,,1778,,4.7,,3831,,4.2,,79470,,2.4,,778868,,3.3,,1215766,,2.9,,439753,,3,,14358,,5,
2,22,0400000US22,Louisiana,,323,Printing and related support activities,,2016,2463,,4.6,,111117,,3.4,,1659,,5,,3390,,4,,70500,,6.1,,172927,,4.7,,401432,,2.3,,230197,,3,,17128,,26.6,
2,22,0400000US22,Louisiana,,323,Printing and related support activities,,2015,2369,,4.9,,103579,,4.3,,1584,,5.7,,3222,,5,,63003,,6.7,,139931,,7,,361753,,3.1,,222055,,2.3,,5794,,16.9,
2,22,0400000US22,Louisiana,,3231,Printing and related support activities,,2016,2463,,4.6,,111117,,3.4,,1659,,5,,3390,,4,,70500,,6.1,,172927,,4.7,,401432,,2.3,,230197,,3,,17128,,26.6,
2,22,0400000US22,Louisiana,,3231,Printing and related support activities,,2015,2369,,4.9,,103579,,4.3,,1584,,5.7,,3222,,5,,63003,,6.7,,139931,,7,,361753,,3.1,,222055,,2.3,,5794,,16.9,
2,22,0400000US22,Louisiana,,324,Petroleum and coal products manufacturing,,2016,10116,,0.6,,1265938,,0.3,,5930,,0.5,,13585,,0.5,,624185,,0.2,,64154987,,0.1,,75028053,,0.1,,11624014,,0.2,,1901741,,0.1,
2,22,0400000US22,Louisiana,,324,Petroleum and coal products manufacturing,,2015,10253,,0.6,,1268378,,0.3,,6153,,0.5,,14599,,0.5,,619213,,0.2,,72988969,,0.1,,88479017,,0.1,,14504685,,0.1,,1520645,,0.1,
2,22,0400000US22,Louisiana,,3241,Petroleum and coal products manufacturing,,2016,10116,,0.6,,1265938,,0.3,,5930,,0.5,,13585,,0.5,,624185,,0.2,,64154987,,0.1,,75028053,,0.1,,11624014,,0.2,,1901741,,0.1,
2,22,0400000US22,Louisiana,,3241,Petroleum and coal products manufacturing,,2015,10253,,0.6,,1268378,,0.3,,6153,,0.5,,14599,,0.5,,619213,,0.2,,72988969,,0.1,,88479017,,0.1,,14504685,,0.1,,1520645,,0.1,
2,22,0400000US22,Louisiana,,325,Chemical manufacturing,,2016,21011,,0.8,,2173869,,0.6,,13485,,0.8,,30249,,0.8,,1327925,,0.5,,28132232,,0.2,,49030374,,0.2,,20860651,,0.2,,5419898,,0.1,
2,22,0400000US22,Louisiana,,325,Chemical manufacturing,,2015,20333,,0.8,,2090150,,0.6,,13036,,0.6,,29952,,0.7,,1284897,,0.5,,30776457,,0.2,,49771580,,0.2,,18515068,,0.2,,5653102,,0.2,
2,22,0400000US22,Louisiana,,3251,Basic chemical manufacturing,,2016,10288,,0.8,,1071707,,0.6,,6189,,1.2,,14210,,0.9,,626071,,0.7,,13923101,,0.2,,26460382,,0.1,,12517142,,0.1,,2649252,,0.2,
2,22,0400000US22,Louisiana,,3251,Basic chemical manufacturing,,2015,10231,,0.6,,1075211,,0.5,,6174,,0.7,,14404,,0.6,,627938,,0.4,,15502778,,0.1,,26935778,,0.1,,11229357,,0.2,,2782320,,0.4,
2,22,0400000US22,Louisiana,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2016,5183,,0.1,,590806,,0.1,,3620,,0.1,,7984,,0.1,,393093,,0.1,,10027918,,0.1,,12821313,,0.1,,2810339,,0.1,,1570891,,0.1,
2,22,0400000US22,Louisiana,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2015,4802,,0.1,,530016,,0.1,,3259,,0.1,,7148,,0.1,,347061,,0.1,,10614272,,0.1,,12471748,,0.1,,1563324,,0.1,,937360,,0.1,
2,22,0400000US22,Louisiana,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2016,2321,,0.3,,258707,,0.1,,1637,,0.5,,3590,,0.4,,163101,,0.2,,2144312,,0.1,,5032798,,0.1,,2840781,,0.1,,1050845,,0,
2,22,0400000US22,Louisiana,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2015,2088,,0,,236504,,0,,1438,,0,,3603,,0,,162971,,0,,2115474,,0,,5389169,,0,,3320432,,0,,1677251,,0,
2,22,0400000US22,Louisiana,,3254,Pharmaceutical and medicine manufacturing,,2016,505,,0,,31833,,0,,324,,0,,638,,0,,15995,,0,,0,D,0,D,229292,,0,,163900,,0,,8044,,0,
2,22,0400000US22,Louisiana,,3254,Pharmaceutical and medicine manufacturing,,2015,575,,0,,30077,,0,,343,,0,,624,,0,,15506,,0,,72087,,0,,189919,,0,,0,D,0,D,2731,,0,
2,22,0400000US22,Louisiana,,3255,"Paint, coating, and adhesive manufacturing",,2016,511,,0,,33393,,0,,298,,0,,602,,0,,16385,,0,,0,D,0,D,316269,,0,,144863,,0,,27397,,0,
2,22,0400000US22,Louisiana,,3255,"Paint, coating, and adhesive manufacturing",,2015,516,,0,,35009,,0,,342,,0,,750,,0,,16930,,0,,236015,,0,,391353,,0,,153126,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2016,1615,,0.3,,141639,,0.1,,948,,0.3,,2161,,0,,80270,,0.1,,1632687,,0.3,,3701695,,0.2,,2071472,,0.1,,97049,,0.1,
2,22,0400000US22,Louisiana,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2015,1477,,0.3,,136751,,0.1,,952,,0.3,,2187,,0,,79939,,0.1,,2033821,,0.3,,3930790,,0.2,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3259,Other chemical product and preparation manufacturing,,2016,587,,24.8,,45784,,24,,469,,15.7,,1064,,18.6,,33010,,16.4,,159391,,32.9,,468624,,18,,312153,,11,,16419,,5,
2,22,0400000US22,Louisiana,,3259,Other chemical product and preparation manufacturing,,2015,644,,22.2,,46581,,23.1,,528,,13.5,,1236,,15.8,,34553,,15.2,,202011,,26.1,,462824,,18.3,,261899,,12.9,,15756,,0.7,
2,22,0400000US22,Louisiana,,326,Plastics and rubber products manufacturing,,2016,3792,,0.8,,203471,,1,,2924,,0.6,,6411,,1.4,,127857,,1,,0,D,0,D,1394198,,0.6,,749476,,1.2,,60637,,1.5,
2,22,0400000US22,Louisiana,,326,Plastics and rubber products manufacturing,,2015,3659,,0.7,,196151,,1.1,,2811,,0.5,,6026,,1.4,,118696,,1.1,,680027,,1,,1376012,,1.1,,697216,,1.2,,49022,,2,
2,22,0400000US22,Louisiana,,3261,Plastics product manufacturing,,2016,2480,,1.3,,113769,,1.8,,2052,,0.8,,4432,,2,,80634,,1.6,,519285,,1.5,,891016,,0.9,,366236,,2.4,,0,D,0,D
2,22,0400000US22,Louisiana,,3261,Plastics product manufacturing,,2015,2459,,1,,114163,,1.9,,2019,,0.8,,4184,,2,,77378,,1.6,,573220,,1.2,,926667,,1.7,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3262,Rubber product manufacturing,,2016,1312,,0,,89702,,0,,872,,0,,1979,,0,,47223,,0,,0,D,0,D,503182,,0,,383240,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3262,Rubber product manufacturing,,2015,1200,,0,,81988,,0,,792,,0,,1842,,0,,41318,,0,,106807,,0,,449345,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,327,Nonmetallic mineral product manufacturing,,2016,3796,,4.6,,202560,,3.9,,3159,,5.5,,6486,,5.7,,157243,,5.1,,555323,,7.1,,1233450,,3.8,,686876,,2.3,,83902,,16,
2,22,0400000US22,Louisiana,,327,Nonmetallic mineral product manufacturing,,2015,4787,,3.8,,216594,,4.4,,3575,,5.3,,7473,,5.5,,165981,,5.8,,553670,,5.4,,1291072,,4.5,,737468,,4.4,,69038,,20.2,
2,22,0400000US22,Louisiana,,3271,Clay product and refractory manufacturing,,2016,90,,0,,3667,,0,,68,,0,,146,,0,,2536,,0,,0,D,0,D,16501,,0,,0,D,0,D,909,,0,
2,22,0400000US22,Louisiana,,3271,Clay product and refractory manufacturing,,2015,95,,0,,3900,,0,,73,,0,,145,,0,,2572,,0,,4766,,0,,15340,,0,,10482,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3272,Glass and glass product manufacturing,,2016,1011,,0,,59345,,0,,941,,0,,1956,,0,,54499,,0,,73028,,0,,293301,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3272,Glass and glass product manufacturing,,2015,929,,0,,55929,,0,,861,,0,,1951,,0,,51478,,0,,71028,,0,,302538,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3273,Cement and concrete product manufacturing,,2016,2282,,7.1,,112958,,7,,1825,,9.3,,3676,,9.9,,81865,,9.8,,369078,,10.6,,692995,,6.7,,325899,,4.7,,45518,,29.5,
2,22,0400000US22,Louisiana,,3273,Cement and concrete product manufacturing,,2015,3272,,5.6,,131696,,7.2,,2282,,8.3,,4685,,8.7,,95891,,10,,396803,,7.5,,772627,,7.1,,369711,,7.2,,56327,,24.7,
2,22,0400000US22,Louisiana,,3274,Lime and gypsum product manufacturing,,2016,117,,0,,8542,,0,,89,,0,,237,,0,,5803,,0,,48926,,0,,99337,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3274,Lime and gypsum product manufacturing,,2015,120,,0,,7946,,0,,92,,0,,221,,0,,5358,,0,,37985,,0,,76412,,0,,0,D,0,D,1661,,0,
2,22,0400000US22,Louisiana,,3279,Other nonmetallic mineral product manufacturing,,2016,296,,23.4,,18048,,3.4,,236,,15.4,,472,,11.8,,12540,,6.4,,0,D,0,D,131316,,2.8,,77621,,2.1,,6641,,9.6,
2,22,0400000US22,Louisiana,,3279,Other nonmetallic mineral product manufacturing,,2015,371,,3,,17124,,1.7,,266,,4.5,,471,,13.8,,10682,,11.6,,43088,,2.7,,124155,,14.6,,0,D,0,D,2468,,12.8,
2,22,0400000US22,Louisiana,,331,Primary metal manufacturing,,2016,2487,,0,,187954,,0,,1883,,0,,3683,,0,,120309,,0,,1023402,,0,,1539487,,0,,490675,,0,,100908,,0,
2,22,0400000US22,Louisiana,,331,Primary metal manufacturing,,2015,3169,,0,,224199,,0,,2428,,0,,5105,,0,,162542,,0,,1348259,,0,,1948649,,0,,665027,,0,,211219,,0,
2,22,0400000US22,Louisiana,,3311,Iron and steel mills and ferroalloy manufacturing,,2016,572,,0,,48980,,0,,479,,0,,1061,,0,,39438,,0,,418980,,0,,604677,,0,,182357,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3311,Iron and steel mills and ferroalloy manufacturing,,2015,684,,0,,48952,,0,,580,,0,,1203,,0,,39607,,0,,412237,,0,,551741,,0,,150275,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3312,Steel product manufacturing from purchased steel,,2016,689,,0,,49581,,0,,489,,0,,969,,0,,30354,,0,,161739,,0,,292180,,0,,79461,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3312,Steel product manufacturing from purchased steel,,2015,957,,0,,72260,,0,,691,,0,,1334,,0,,48553,,0,,442794,,0,,667653,,0,,250356,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3313,Alumina and aluminum production and processing,,2016,1037,,0,,78512,,0,,775,,0,,1370,,0,,43533,,0,,430048,,0,,615489,,0,,0,D,0,D,11856,,0,
2,22,0400000US22,Louisiana,,3313,Alumina and aluminum production and processing,,2015,1242,,0,,86257,,0,,927,,0,,2100,,0,,61927,,0,,468424,,0,,685437,,0,,0,D,0,D,20246,,0,
2,22,0400000US22,Louisiana,,3315,Foundries,,2016,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2914,,0,
2,22,0400000US22,Louisiana,,3315,Foundries,,2015,286,,0,,16730,,0,,230,,0,,468,,0,,12455,,0,,24804,,0,,43818,,0,,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,332,Fabricated metal product manufacturing,,2016,17898,,3,,984597,,2.3,,12971,,3.5,,26834,,3.9,,629270,,3.3,,1794623,,1.6,,3968303,,2.1,,2142218,,2.9,,129072,,10.2,
2,22,0400000US22,Louisiana,,332,Fabricated metal product manufacturing,,2015,19548,,2.7,,1091384,,2.5,,14317,,2.9,,30501,,2.9,,700792,,3.1,,2151977,,1.2,,4580196,,1.6,,2407041,,2.4,,104828,,5.6,
2,22,0400000US22,Louisiana,,3321,Forging and stamping,,2016,329,,0,,19192,,0,,263,,0,,461,,0,,13245,,0,,35757,,0,,64659,,0,,29648,,0,,578,,0,
2,22,0400000US22,Louisiana,,3321,Forging and stamping,,2015,299,,0,,18483,,0,,184,,0,,413,,0,,7813,,0,,49679,,0,,92555,,0,,41588,,0,,6017,,0,
2,22,0400000US22,Louisiana,,3322,Cutlery and handtool manufacturing,,2016,9,,0,,416,,0,,0,D,0,D,10,,0,,0,D,0,D,559,,0,,0,D,0,D,0,D,0,D,20,,0,
2,22,0400000US22,Louisiana,,3322,Cutlery and handtool manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3323,Architectural and structural metals manufacturing,,2016,6673,,4.5,,368476,,2.6,,4493,,4.9,,9188,,5.3,,211177,,4,,681878,,2.1,,1483793,,3.4,,796057,,5.2,,29029,,13.4,
2,22,0400000US22,Louisiana,,3323,Architectural and structural metals manufacturing,,2015,6810,,6.6,,365600,,5.8,,4722,,7.7,,10130,,7.3,,220078,,7.3,,740143,,1.4,,1533275,,2.9,,783884,,5,,25929,,5.2,
2,22,0400000US22,Louisiana,,3324,"Boiler, tank, and shipping container manufacturing",,2016,1245,,3.3,,77215,,2.1,,951,,4.2,,2085,,3.8,,57377,,2.4,,118081,,9.5,,296111,,5.4,,176882,,2.9,,5945,,14.5,
2,22,0400000US22,Louisiana,,3324,"Boiler, tank, and shipping container manufacturing",,2015,1418,,1.7,,95331,,1.8,,1142,,1.6,,2467,,2.2,,70112,,1.7,,227083,,4.3,,435566,,3.6,,211263,,2.8,,4941,,6.9,
2,22,0400000US22,Louisiana,,3325,Hardware manufacturing,,2016,9,,0,,577,,0,,0,D,0,D,10,,0,,0,D,0,D,1365,,0,,0,D,0,D,0,D,0,D,62,,0,
2,22,0400000US22,Louisiana,,3325,Hardware manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,22,0400000US22,Louisiana,,3326,Spring and wire product manufacturing,,2016,190,,0,,10213,,0,,123,,0,,249,,0,,4850,,0,,16348,,0,,34407,,0,,18615,,0,,437,,0,
2,22,0400000US22,Louisiana,,3326,Spring and wire product manufacturing,,2015,202,,0,,11376,,0,,129,,0,,255,,0,,4948,,0,,0,D,0,D,36969,,0,,20296,,0,,525,,0,
2,22,0400000US22,Louisiana,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2016,4272,,4,,223625,,4.9,,3112,,5.8,,6459,,5.9,,154923,,6.9,,202809,,7,,678515,,6.3,,473108,,6.6,,47504,,20.8,
2,22,0400000US22,Louisiana,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2015,5231,,2.6,,277682,,3.9,,3777,,4.3,,7929,,4.5,,188448,,6.4,,259608,,6.3,,848275,,5.3,,582518,,5.6,,43368,,13,
2,22,0400000US22,Louisiana,,3328,"Coating, engraving, heat treating, and allied activities",,2016,705,,15.1,,32127,,16.6,,555,,19,,1149,,25.5,,23426,,22.9,,221874,,0.9,,311926,,3.7,,92422,,11.2,,17637,,2.6,
2,22,0400000US22,Louisiana,,3328,"Coating, engraving, heat treating, and allied activities",,2015,889,,5.1,,43440,,1.2,,733,,5,,1606,,5,,32249,,2.5,,249863,,0.3,,368761,,0.6,,0,D,0,D,4727,,9.2,
2,22,0400000US22,Louisiana,,3329,Other fabricated metal product manufacturing,,2016,4466,,8.6,,252755,,6.5,,3462,,9.9,,7224,,10.7,,163727,,8.9,,515952,,3.2,,1094506,,3.9,,553022,,5.7,,27861,,27.9,
2,22,0400000US22,Louisiana,,3329,Other fabricated metal product manufacturing,,2015,4682,,4.7,,278356,,4.5,,3621,,3.5,,7682,,3.7,,176632,,5,,606520,,2.3,,1259434,,3,,651384,,4.4,,19257,,4.8,
2,22,0400000US22,Louisiana,,333,Machinery manufacturing,,2016,8280,,5,,485088,,5,,5550,,6.3,,11412,,6.9,,287096,,4.9,,1416685,,8.1,,2898450,,6.2,,1377158,,6.3,,63465,,7.8,
2,22,0400000US22,Louisiana,,333,Machinery manufacturing,,2015,9803,,4.1,,549868,,4.6,,6939,,4.7,,13937,,5.6,,342892,,4.3,,1641393,,3,,3323615,,2.4,,1553238,,5,,78878,,12,
2,22,0400000US22,Louisiana,,3331,"Agriculture, construction, and mining machinery manufacturing",,2016,3684,,9.1,,248715,,9.4,,2310,,11.7,,4599,,15.2,,140834,,9,,762604,,14.7,,1490729,,12,,616773,,12.7,,32990,,14.5,
2,22,0400000US22,Louisiana,,3331,"Agriculture, construction, and mining machinery manufacturing",,2015,5084,,6.6,,293983,,8.1,,3575,,7.6,,6820,,10.7,,187260,,7,,932443,,4.8,,1839398,,4.1,,778586,,8.1,,36235,,7.4,
2,22,0400000US22,Louisiana,,3332,Industrial machinery manufacturing,,2016,1047,,12.8,,55689,,3.8,,731,,18.7,,1503,,19.2,,34214,,9,,0,D,0,D,214383,,3.3,,128513,,6.3,,7510,,8.7,
2,22,0400000US22,Louisiana,,3332,Industrial machinery manufacturing,,2015,1118,,10.7,,68718,,9.4,,717,,12,,1530,,14,,36834,,10.2,,100150,,5.3,,217675,,3.2,,115791,,3.4,,5688,,5.4,
2,22,0400000US22,Louisiana,,3333,Commercial and service industry machinery manufacturing,,2016,1425,,0,,66987,,0,,1029,,0,,1928,,0,,42495,,0,,0,D,0,D,362639,,0,,216909,,0,,9452,,0,
2,22,0400000US22,Louisiana,,3333,Commercial and service industry machinery manufacturing,,2015,1385,,0,,66488,,0,,1052,,0,,1946,,0,,42799,,0,,167171,,0,,388881,,0,,222349,,0,,5377,,0,
2,22,0400000US22,Louisiana,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2016,756,,0,,31116,,0,,621,,0,,1437,,0,,22125,,0,,227260,,0,,401526,,0,,174134,,0,,7381,,0,
2,22,0400000US22,Louisiana,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2015,814,,0,,35782,,0,,667,,0,,1522,,0,,25342,,0,,227519,,0,,387367,,0,,156514,,0,,0,D,0,D
2,22,0400000US22,Louisiana,,3335,Metalworking machinery manufacturing,,2016,152,,24.3,,7737,,31.1,,106,,21.5,,190,,26.9,,4466,,28.5,,6807,,26,,18819,,26.1,,12539,,31.4,,558,,26.2,
