GEOTYPE,ST,GEO_ID,GEO_TTL,FOOTID_GEO,NAICS2012,NAICS2012_TTL,FOOTID_NAICS,YEAR,EMP,EMP_F,EMP_S,EMP_S_F,PAYANN,PAYANN_F,PAYANN_S,PAYANN_S_F,EMPAVPW,EMPAVPW_F,EMPAVPW_S,EMPAVPW_S_F,HOURS,HOURS_F,HOURS_S,HOURS_S_F,PAYANPW,PAYANPW_F,PAYANPW_S,PAYANPW_S_F,CSTMTOT,CSTMTOT_F,CSTMTOT_S,CSTMTOT_S_F,RCPTOT,RCPTOT_F,RCPTOT_S,RCPTOT_S_F,VALADD,VALADD_F,VALADD_S,VALADD_S_F,CEXTOT,CEXTOT_F,CEXTOT_S,CEXTOT_S_F
1,0,0100000US,United States,,31-33,Manufacturing,,2016,11112764,,0.1,,643406439,,0.1,,7733162,,0.2,,15680616,,0.2,,364984756,,0.1,,2942556208,,0.1,,5354694462,,0.1,,2408996392,,0.1,,168317599,,0.4,
1,0,0100000US,United States,,31-33,Manufacturing,,2015,11168264,,0.1,,636220649,,0.1,,7813966,,0.1,,15989402,,0.1,,361550118,,0.1,,3114223777,,0.1,,5519018458,,0.1,,2404701743,,0.1,,176754840,,0.2,
1,0,0100000US,United States,,311,Food manufacturing,,2016,1417046,,0.4,,62772330,,0.4,,1117966,,0.5,,2279263,,0.4,,43401629,,0.4,,472839934,,0.2,,764786594,,0.2,,292823621,,0.3,,17809728,,1.4,
1,0,0100000US,United States,,311,Food manufacturing,,2015,1390907,,0.4,,59623870,,0.3,,1100234,,0.4,,2265047,,0.4,,41331818,,0.4,,493601551,,0.2,,774131836,,0.2,,280907267,,0.3,,17537503,,1,
1,0,0100000US,United States,,3111,Animal food manufacturing,,2016,46136,,1.9,,2516479,,1,,32748,,2.4,,69711,,2.4,,1621105,,1.6,,38183600,,1.3,,56522602,,1.6,,18383717,,3.1,,1374710,,8.3,
1,0,0100000US,United States,,3111,Animal food manufacturing,,2015,43652,,2.5,,2402899,,1.3,,30348,,3.1,,66612,,2.7,,1534758,,1.6,,39812654,,0.9,,57328085,,1.4,,17595728,,3,,1160674,,4.2,
1,0,0100000US,United States,,3112,Grain and oilseed milling,,2016,52730,,1,,3226732,,0.8,,38241,,1.2,,83500,,1.1,,2140204,,0.8,,62882892,,0.3,,87657008,,0.3,,25161357,,0.5,,1284556,,1.5,
1,0,0100000US,United States,,3112,Grain and oilseed milling,,2015,52731,,1,,3210892,,0.8,,38052,,1.2,,84235,,1,,2142043,,0.8,,65991549,,0.3,,91095506,,0.3,,25065937,,0.4,,1424948,,1.2,
1,0,0100000US,United States,,3113,Sugar and confectionery product manufacturing,,2016,73738,,0.6,,3552019,,1.2,,53883,,0.6,,104958,,0.6,,2359298,,1.4,,19607687,,0.5,,35898798,,0.5,,16774615,,0.7,,793122,,1,
1,0,0100000US,United States,,3113,Sugar and confectionery product manufacturing,,2015,71845,,0.9,,3321198,,0.7,,53152,,1,,105261,,1.1,,2215524,,0.5,,18552667,,0.3,,34449397,,0.4,,15961463,,0.6,,1226655,,0.6,
1,0,0100000US,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2016,160550,,1.3,,7217022,,1.4,,133403,,1.4,,272408,,1.5,,5244847,,1.8,,38359015,,0.7,,71945524,,0.8,,33566971,,1.1,,1707536,,2.4,
1,0,0100000US,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2015,161965,,1.1,,7000698,,1,,135143,,1.2,,282121,,1.3,,5113537,,1.3,,39954385,,0.7,,73746758,,0.7,,34033118,,0.8,,2157948,,4.5,
1,0,0100000US,United States,,3115,Dairy product manufacturing,,2016,135821,,0.9,,7423898,,0.8,,102930,,0.6,,211239,,0.5,,5105351,,0.5,,77191514,,0.5,,111283872,,0.4,,34183261,,0.5,,3274720,,3,
1,0,0100000US,United States,,3115,Dairy product manufacturing,,2015,131694,,0.7,,7010379,,0.5,,99606,,0.6,,208183,,0.7,,4865721,,0.5,,79782713,,0.4,,111879545,,0.4,,31886617,,0.6,,2727185,,1,
1,0,0100000US,United States,,3116,Animal slaughtering and processing,,2016,479511,,0.9,,17736739,,0.7,,418210,,1,,861577,,0.8,,13808064,,0.8,,144063419,,0.5,,207659845,,0.4,,63520284,,0.6,,4169792,,3.6,
1,0,0100000US,United States,,3116,Animal slaughtering and processing,,2015,476597,,0.9,,16871544,,0.7,,414608,,0.9,,858468,,0.8,,13188655,,0.8,,156158797,,0.4,,215710427,,0.4,,59072442,,0.5,,4141663,,1.8,
1,0,0100000US,United States,,3117,Seafood product preparation and packaging,,2016,30582,,1.6,,1406066,,1.2,,25544,,1.8,,51951,,1.8,,1006300,,1.5,,7828705,,4.6,,13188020,,3.8,,5364130,,2.7,,338599,,3.9,
1,0,0100000US,United States,,3117,Seafood product preparation and packaging,,2015,32019,,1.5,,1361697,,1.2,,26961,,1.6,,53768,,1.5,,972717,,1.5,,7976283,,6.5,,13387404,,5.4,,5399751,,3.8,,331524,,2.6,
1,0,0100000US,United States,,3118,Bakeries and tortilla manufacturing,,2016,252214,,1.1,,10417285,,1,,176839,,1.2,,341321,,1.1,,6405382,,1.1,,29338810,,0.8,,70913190,,0.8,,41515821,,1,,1975502,,3.9,
1,0,0100000US,United States,,3118,Bakeries and tortilla manufacturing,,2015,241925,,1,,9747612,,0.9,,171854,,1.1,,333602,,1,,6071918,,1,,30311955,,0.7,,69908156,,0.7,,39653973,,1,,1934740,,3.1,
1,0,0100000US,United States,,3119,Other food manufacturing,,2016,185766,,0.9,,9276089,,0.8,,136167,,1.1,,282598,,1.1,,5711078,,1,,55384291,,0.8,,109717734,,0.6,,54353466,,0.6,,2891190,,3.1,
1,0,0100000US,United States,,3119,Other food manufacturing,,2015,178479,,0.8,,8696953,,0.7,,130509,,0.9,,272797,,0.9,,5226947,,0.9,,55060547,,0.7,,106626558,,0.6,,52238237,,0.6,,2432167,,4,
1,0,0100000US,United States,,312,Beverage and tobacco product manufacturing,,2016,166555,,1.2,,9921487,,1.1,,94578,,1,,184798,,1,,5300369,,1.1,,59381027,,0.6,,154863987,,0.5,,95980031,,0.6,,4648555,,2.7,
1,0,0100000US,United States,,312,Beverage and tobacco product manufacturing,,2015,157569,,1.1,,9202025,,1,,88988,,1,,174963,,0.9,,4879531,,0.8,,62140980,,0.4,,154688037,,0.4,,93420381,,0.5,,4140564,,3.2,
1,0,0100000US,United States,,3121,Beverage manufacturing,,2016,153535,,1.3,,9066583,,1.2,,84750,,1.1,,166262,,1.1,,4784539,,1.2,,51138798,,0.7,,112245279,,0.7,,61613428,,0.9,,4303853,,2.9,
1,0,0100000US,United States,,3121,Beverage manufacturing,,2015,144597,,1.2,,8388925,,1.1,,79201,,1.1,,157234,,1,,4390578,,0.9,,54173312,,0.5,,113234838,,0.5,,59882009,,0.7,,3793035,,3.5,
1,0,0100000US,United States,,3122,Tobacco manufacturing,,2016,13020,,0.1,,854904,,0.2,,9828,,0.1,,18535,,0.1,,515831,,0.2,,8242229,,0.8,,42618707,,0.4,,34366602,,0.3,,344702,,0.2,
1,0,0100000US,United States,,3122,Tobacco manufacturing,,2015,12972,,0.1,,813100,,0.4,,9787,,0.1,,17728,,0.1,,488953,,0.3,,7967668,,0.7,,41453199,,0.4,,33538372,,0.4,,347528,,0.1,
1,0,0100000US,United States,,313,Textile mills,,2016,97055,,0.8,,4068374,,0.7,,78914,,0.8,,160774,,1,,2693995,,0.8,,16735259,,0.8,,28128568,,0.7,,11369680,,0.9,,782642,,20.5,
1,0,0100000US,United States,,313,Textile mills,,2015,97428,,0.7,,4046602,,0.7,,79258,,0.8,,163925,,0.9,,2691876,,0.9,,17615125,,0.9,,29384624,,0.7,,11760492,,0.9,,881850,,2.4,
1,0,0100000US,United States,,3131,"Fiber, yarn, and thread mills",,2016,23955,,1,,827872,,0.9,,21468,,1.1,,43342,,1.4,,650088,,1,,4812408,,1,,7178255,,0.8,,2338715,,0.8,,0,S,0,A
1,0,0100000US,United States,,3131,"Fiber, yarn, and thread mills",,2015,23998,,0.9,,830784,,0.9,,21510,,1,,43913,,1.3,,653821,,1,,5260878,,1,,7784308,,0.8,,2516198,,0.9,,222798,,1.4,
1,0,0100000US,United States,,3132,Fabric mills,,2016,45586,,1,,2002989,,0.9,,36508,,1.1,,72811,,1.2,,1301365,,1.1,,7229468,,1,,13196420,,1,,5944958,,1,,460207,,17,
1,0,0100000US,United States,,3132,Fabric mills,,2015,45886,,0.9,,2003543,,1,,36677,,1,,74646,,1,,1307502,,1.3,,7441743,,1,,13598524,,1,,6152785,,1.3,,495307,,2.8,
1,0,0100000US,United States,,3133,Textile and fabric finishing and fabric coating mills,,2016,27514,,2,,1237514,,1.5,,20938,,2.3,,44621,,2.8,,742542,,2.2,,4693383,,2.1,,7753893,,1.8,,3086007,,2.4,,188829,,9.4,
1,0,0100000US,United States,,3133,Textile and fabric finishing and fabric coating mills,,2015,27544,,1.9,,1212274,,1.3,,21071,,2.3,,45366,,2.8,,730553,,2,,4912503,,2.5,,8001791,,1.8,,3091509,,1.8,,163745,,9.5,
1,0,0100000US,United States,,314,Textile product mills,,2016,110259,,1.2,,4172153,,1.3,,84878,,1.2,,164571,,1.2,,2620469,,1.3,,13575074,,1.3,,24736165,,1.2,,11172248,,1.6,,449258,,8.2,
1,0,0100000US,United States,,314,Textile product mills,,2015,110240,,1.2,,4066600,,1.2,,84992,,1.2,,163581,,1.2,,2534083,,1.1,,13961534,,1.3,,24855497,,1.1,,10868625,,1.4,,472786,,1.9,
1,0,0100000US,United States,,3141,Textile furnishings mills,,2016,51554,,1,,1958933,,1.1,,41271,,1.1,,81156,,1.1,,1282015,,1.1,,8433501,,1.7,,14230177,,1.4,,5822665,,1.6,,235074,,15,
1,0,0100000US,United States,,3141,Textile furnishings mills,,2015,51729,,0.9,,1929098,,0.9,,41472,,1,,80470,,1.1,,1263999,,1,,8810367,,1.7,,14416831,,1.4,,5587345,,1.6,,249343,,2.3,
1,0,0100000US,United States,,3149,Other textile product mills,,2016,58705,,2.1,,2213221,,2.3,,43607,,2.2,,83415,,2.2,,1338454,,2.3,,5141573,,2.1,,10505988,,2.2,,5349582,,2.8,,214183,,5.2,
1,0,0100000US,United States,,3149,Other textile product mills,,2015,58511,,2,,2137503,,2.1,,43521,,2.1,,83111,,2,,1270084,,2,,5151167,,1.9,,10438665,,1.9,,5281280,,2.2,,223443,,3,
1,0,0100000US,United States,,315,Apparel manufacturing,,2016,81297,,2.1,,2541019,,1.6,,64564,,2.4,,123022,,2.1,,1705328,,1.8,,4738168,,1.8,,10513241,,1.4,,5681809,,1.5,,166224,,6.8,
1,0,0100000US,United States,,315,Apparel manufacturing,,2015,86449,,1.9,,2634318,,1.4,,68535,,2.1,,130965,,2,,1739375,,1.6,,5061605,,1.5,,10974161,,1.2,,5993617,,1.3,,175515,,4.8,
1,0,0100000US,United States,,3151,Apparel knitting mills,,2016,10437,,2.4,,303682,,2.3,,8974,,2.3,,17348,,2.1,,226234,,1.8,,545197,,5.4,,1149940,,2.8,,544314,,2.2,,29007,,5.9,
1,0,0100000US,United States,,3151,Apparel knitting mills,,2015,11225,,2,,321400,,1.8,,9753,,2,,18695,,1.8,,242683,,1.5,,604503,,4.7,,1255416,,2.4,,694615,,1.6,,61907,,2.5,
1,0,0100000US,United States,,3152,Cut and sew apparel manufacturing,,2016,63474,,2.7,,2005425,,2,,49970,,3,,95098,,2.7,,1339798,,2.2,,3744926,,2.1,,8399291,,1.7,,4609617,,1.8,,127187,,8.7,
1,0,0100000US,United States,,3152,Cut and sew apparel manufacturing,,2015,67610,,2.3,,2075134,,1.7,,53007,,2.7,,101262,,2.5,,1353128,,2,,3964546,,1.7,,8692892,,1.4,,4755844,,1.6,,106104,,7.8,
1,0,0100000US,United States,,3159,Apparel accessories and other apparel manufacturing,,2016,7386,,2.9,,231912,,2.5,,5620,,3.3,,10576,,3.6,,139296,,2.9,,448045,,4.4,,964011,,3,,527878,,2.8,,10031,,7,
1,0,0100000US,United States,,3159,Apparel accessories and other apparel manufacturing,,2015,7614,,2.8,,237785,,2.4,,5775,,3,,11009,,3.7,,143564,,2.9,,492557,,4.2,,1025852,,2.8,,543158,,2.6,,7503,,15.7,
1,0,0100000US,United States,,316,Leather and allied product manufacturing,,2016,24224,,0.8,,910854,,0.8,,18236,,0.6,,33658,,0.8,,525093,,0.6,,2876636,,0.8,,4919081,,0.5,,1990539,,0.9,,70856,,1.1,
1,0,0100000US,United States,,316,Leather and allied product manufacturing,,2015,23860,,0.9,,883146,,0.9,,18154,,0.8,,33663,,0.9,,512302,,0.7,,3032314,,0.7,,4990545,,0.4,,1939801,,0.7,,81243,,1.4,
1,0,0100000US,United States,,3161,Leather and hide tanning and finishing,,2016,3136,,0,,144380,,0,,2357,,0,,5293,,0,,90391,,0,,1166020,,0,,1539057,,0,,351964,,0,,26480,,0,
1,0,0100000US,United States,,3161,Leather and hide tanning and finishing,,2015,3194,,0,,139406,,0,,2419,,0,,5231,,0,,87299,,0,,1373758,,0,,1726071,,0,,329485,,0,,18574,,0,
1,0,0100000US,United States,,3162,Footwear manufacturing,,2016,10625,,0.5,,397870,,0.4,,8431,,0.6,,15344,,0.4,,253766,,0.4,,973360,,0.2,,1828233,,0.3,,847917,,0.3,,24484,,0.3,
1,0,0100000US,United States,,3162,Footwear manufacturing,,2015,10722,,0.5,,401973,,0.4,,8547,,0.6,,15933,,0.4,,253650,,0.5,,941074,,0.2,,1784279,,0.3,,826628,,0.3,,43826,,0.1,
1,0,0100000US,United States,,3169,Other leather and allied product manufacturing,,2016,10463,,1.7,,368604,,1.8,,7448,,1.4,,13020,,2,,180937,,1.7,,737256,,3.2,,1551791,,1.5,,790657,,2.3,,19893,,4,
1,0,0100000US,United States,,3169,Other leather and allied product manufacturing,,2015,9944,,2.1,,341767,,2.2,,7188,,1.9,,12499,,2.3,,171353,,2,,717482,,2.8,,1480196,,1.4,,783687,,1.8,,18844,,6,
1,0,0100000US,United States,,321,Wood product manufacturing,,2016,378469,,0.9,,16072203,,1,,302093,,0.8,,615345,,0.8,,11269674,,0.8,,58049453,,0.9,,102046653,,0.7,,44245067,,0.7,,3649912,,1.8,
1,0,0100000US,United States,,321,Wood product manufacturing,,2015,369788,,0.9,,15138946,,0.7,,296197,,0.7,,609903,,0.7,,10688661,,0.7,,56863135,,0.7,,97718204,,0.7,,40965963,,0.8,,3534404,,1.8,
1,0,0100000US,United States,,3211,Sawmills and wood preservation,,2016,77200,,0.7,,3742417,,0.7,,64825,,0.8,,142359,,0.7,,2855886,,0.7,,18960424,,2,,30555668,,1.4,,11662521,,0.8,,1368550,,1.3,
1,0,0100000US,United States,,3211,Sawmills and wood preservation,,2015,76800,,0.7,,3605789,,0.7,,64496,,0.8,,141461,,0.7,,2749130,,0.7,,18262097,,0.7,,28826061,,0.7,,10634376,,1.6,,1409147,,1.2,
1,0,0100000US,United States,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2016,72895,,1.3,,3379536,,1.3,,57822,,1.3,,118442,,1.2,,2310556,,1.2,,12369404,,1,,22074088,,1,,9721032,,1,,908863,,2.4,
1,0,0100000US,United States,,3212,"Veneer, plywood, and engineered wood product manufacturing",,2015,71652,,1.3,,3171204,,1,,56902,,1.2,,117062,,1,,2191487,,0.9,,12284455,,2,,20932456,,1.8,,8618041,,1.6,,836719,,2.3,
1,0,0100000US,United States,,3219,Other wood product manufacturing,,2016,228374,,1.5,,8950250,,1.7,,179446,,1.2,,354545,,1.4,,6103232,,1.4,,26719625,,1.2,,49416898,,1.1,,22861514,,1.2,,1372498,,4.4,
1,0,0100000US,United States,,3219,Other wood product manufacturing,,2015,221336,,1.4,,8361953,,1.2,,174799,,1.2,,351381,,1.2,,5748045,,1.2,,26316583,,1.2,,47959687,,1,,21713545,,1.2,,1288538,,4.4,
1,0,0100000US,United States,,322,Paper manufacturing,,2016,332914,,0.4,,20688897,,0.4,,258196,,0.5,,546305,,0.5,,14236738,,0.4,,97284072,,0.4,,181666674,,0.3,,84463610,,0.3,,8047623,,1,
1,0,0100000US,United States,,322,Paper manufacturing,,2015,334061,,0.4,,20687103,,0.4,,259602,,0.4,,547475,,0.4,,14157889,,0.3,,99609744,,0.4,,185320774,,0.3,,85780835,,0.2,,8536834,,0.9,
1,0,0100000US,United States,,3221,"Pulp, paper, and paperboard mills",,2016,99049,,0.1,,7640224,,0.1,,77964,,0.1,,171901,,0.1,,5829024,,0.1,,35057718,,0.2,,76434951,,0.2,,41417518,,0.2,,4752432,,0.1,
1,0,0100000US,United States,,3221,"Pulp, paper, and paperboard mills",,2015,101868,,0.1,,7815868,,0.1,,81080,,0.1,,177747,,0.2,,5958539,,0.2,,36935698,,0.1,,80473756,,0.1,,43505118,,0.1,,4945977,,0.1,
1,0,0100000US,United States,,3222,Converted paper product manufacturing,,2016,233866,,0.6,,13048673,,0.6,,180232,,0.7,,374404,,0.7,,8407714,,0.6,,62226354,,0.7,,105231723,,0.6,,43046092,,0.6,,3295192,,2.4,
1,0,0100000US,United States,,3222,Converted paper product manufacturing,,2015,232193,,0.5,,12871235,,0.6,,178522,,0.6,,369728,,0.6,,8199350,,0.6,,62674046,,0.7,,104847019,,0.5,,42275717,,0.5,,3590856,,2.1,
1,0,0100000US,United States,,323,Printing and related support activities,,2016,416463,,0.8,,20800728,,0.9,,295064,,0.9,,581343,,0.8,,12855007,,0.9,,33589169,,0.8,,82692521,,0.7,,49169250,,0.7,,2417120,,3.1,
1,0,0100000US,United States,,323,Printing and related support activities,,2015,412722,,0.8,,20275067,,0.8,,291249,,0.8,,583799,,0.8,,12436925,,0.8,,33628781,,0.7,,81049239,,0.7,,47379345,,0.8,,2170144,,2.4,
1,0,0100000US,United States,,3231,Printing and related support activities,,2016,416463,,0.8,,20800728,,0.9,,295064,,0.9,,581343,,0.8,,12855007,,0.9,,33589169,,0.8,,82692521,,0.7,,49169250,,0.7,,2417120,,3.1,
1,0,0100000US,United States,,3231,Printing and related support activities,,2015,412722,,0.8,,20275067,,0.8,,291249,,0.8,,583799,,0.8,,12436925,,0.8,,33628781,,0.7,,81049239,,0.7,,47379345,,0.8,,2170144,,2.4,
1,0,0100000US,United States,,324,Petroleum and coal products manufacturing,,2016,104280,,0.5,,10740936,,0.3,,67028,,0.7,,147117,,0.5,,6116785,,0.3,,347535956,,0.1,,430328736,,0.1,,85965592,,0.2,,14284395,,1.2,
1,0,0100000US,United States,,324,Petroleum and coal products manufacturing,,2015,102740,,0.5,,10357030,,0.2,,67103,,0.7,,146711,,0.6,,5760936,,0.3,,398584768,,0.1,,507785122,,0.1,,101843298,,0.2,,15079786,,0.1,
1,0,0100000US,United States,,3241,Petroleum and coal products manufacturing,,2016,104280,,0.5,,10740936,,0.3,,67028,,0.7,,147117,,0.5,,6116785,,0.3,,347535956,,0.1,,430328736,,0.1,,85965592,,0.2,,14284395,,1.2,
1,0,0100000US,United States,,3241,Petroleum and coal products manufacturing,,2015,102740,,0.5,,10357030,,0.2,,67103,,0.7,,146711,,0.6,,5760936,,0.3,,398584768,,0.1,,507785122,,0.1,,101843298,,0.2,,15079786,,0.1,
1,0,0100000US,United States,,325,Chemical manufacturing,,2016,744590,,0.5,,57555730,,0.5,,438758,,0.5,,893760,,0.5,,27709990,,0.4,,324480868,,0.3,,723270932,,0.2,,400332503,,0.3,,33082995,,0.8,
1,0,0100000US,United States,,325,Chemical manufacturing,,2015,742192,,0.3,,56216528,,0.4,,440173,,0.4,,897861,,0.4,,27132570,,0.4,,351837204,,0.2,,737286228,,0.2,,384561916,,0.4,,34078479,,0.6,
1,0,0100000US,United States,,3251,Basic chemical manufacturing,,2016,148393,,0.9,,13046333,,0.7,,89527,,0.9,,192029,,0.8,,7214463,,0.7,,108983971,,0.4,,207883801,,0.4,,98499690,,0.5,,11264050,,1.4,
1,0,0100000US,United States,,3251,Basic chemical manufacturing,,2015,149471,,0.8,,12727581,,0.6,,90785,,0.8,,195903,,0.8,,7096183,,0.7,,119296914,,0.3,,214267893,,0.3,,93702265,,0.6,,11715482,,0.9,
1,0,0100000US,United States,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2016,90973,,1.7,,7124117,,2.7,,61144,,1.6,,128943,,1.5,,4047519,,1.2,,58518874,,0.7,,94143902,,0.7,,35817856,,1.2,,6103746,,0.4,
1,0,0100000US,United States,,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",,2015,92330,,1.6,,6992479,,2.6,,62268,,1.6,,130703,,1.6,,3909631,,1.3,,63812498,,0.6,,99721396,,1,,34382238,,2.2,,5062889,,1.5,
1,0,0100000US,United States,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2016,30240,,1.6,,2124059,,1.3,,20357,,1.5,,43019,,1.6,,1245236,,1.1,,16471015,,0.6,,32812068,,0.5,,16333215,,0.8,,4341821,,1.2,
1,0,0100000US,United States,,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",,2015,28978,,1.6,,2075471,,1.2,,19134,,1.4,,41268,,1.5,,1194839,,1.1,,17271703,,0.5,,34793559,,0.5,,17676226,,0.7,,5713642,,0.3,
1,0,0100000US,United States,,3254,Pharmaceutical and medicine manufacturing,,2016,256022,,0.9,,21188892,,0.7,,132126,,1.1,,260024,,1.2,,8360709,,0.9,,66542381,,0.7,,219867739,,0.4,,155008836,,0.6,,5710215,,2.9,
1,0,0100000US,United States,,3254,Pharmaceutical and medicine manufacturing,,2015,253466,,0.5,,20662850,,0.5,,131947,,0.8,,254984,,0.9,,8162087,,0.7,,70749095,,0.6,,215690935,,0.3,,147030522,,0.7,,7236468,,1.8,
1,0,0100000US,United States,,3255,"Paint, coating, and adhesive manufacturing",,2016,54856,,1.6,,3683156,,1.9,,32436,,1.2,,66247,,1,,1697139,,1.2,,20591234,,0.7,,40853269,,0.7,,20259364,,0.9,,780811,,1.9,
1,0,0100000US,United States,,3255,"Paint, coating, and adhesive manufacturing",,2015,53659,,1,,3512410,,0.9,,32595,,1,,67510,,0.9,,1669902,,1.1,,21200697,,0.7,,40439216,,0.7,,19151741,,1,,663997,,2.3,
1,0,0100000US,United States,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2016,87431,,1.1,,5547807,,0.9,,54115,,1.5,,104892,,1.1,,2619261,,1,,31097654,,1.5,,83781158,,0.7,,52587845,,0.5,,2794291,,4.1,
1,0,0100000US,United States,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2015,86594,,0.9,,5435206,,0.9,,53755,,1,,105957,,1.1,,2602274,,1,,35348807,,1.3,,86101456,,0.7,,50529659,,0.5,,1889346,,1.3,
1,0,0100000US,United States,,3259,Other chemical product and preparation manufacturing,,2016,76675,,1,,4841366,,1.1,,49052,,1.3,,98606,,1.4,,2525663,,1.6,,22275740,,1,,43928994,,0.9,,21825697,,1.3,,2088061,,1.2,
1,0,0100000US,United States,,3259,Other chemical product and preparation manufacturing,,2015,77695,,0.9,,4810532,,0.9,,49689,,1.2,,101536,,1.3,,2497654,,1.7,,24157491,,0.7,,46271773,,0.7,,22089264,,1,,1796656,,1.5,
1,0,0100000US,United States,,326,Plastics and rubber products manufacturing,,2016,741224,,1.1,,35445850,,0.9,,571862,,1.2,,1173406,,1.3,,22978737,,1.1,,117582662,,0.7,,235711230,,0.7,,118271006,,0.7,,10159146,,1.6,
1,0,0100000US,United States,,326,Plastics and rubber products manufacturing,,2015,730005,,1.1,,34579626,,0.8,,562547,,1.2,,1164630,,1.2,,22372856,,1.1,,124327829,,0.7,,236525488,,0.7,,111808931,,0.7,,8466993,,1.2,
1,0,0100000US,United States,,3261,Plastics product manufacturing,,2016,613682,,1.3,,28787126,,1.1,,473969,,1.4,,972963,,1.5,,18444551,,1.4,,95625827,,0.9,,193239440,,0.8,,97808621,,0.9,,8368866,,1.8,
1,0,0100000US,United States,,3261,Plastics product manufacturing,,2015,601173,,1.3,,27993409,,1,,462640,,1.5,,957108,,1.5,,17823803,,1.3,,100545641,,0.9,,192226448,,0.8,,91261317,,0.9,,7102127,,1.4,
1,0,0100000US,United States,,3262,Rubber product manufacturing,,2016,127542,,0.7,,6658724,,0.4,,97893,,0.7,,200442,,0.7,,4534186,,0.4,,21956835,,0.5,,42471790,,0.4,,20462385,,0.6,,1790281,,2.2,
1,0,0100000US,United States,,3262,Rubber product manufacturing,,2015,128832,,0.6,,6586217,,0.3,,99907,,0.6,,207522,,0.6,,4549053,,0.3,,23782188,,0.5,,44299041,,0.3,,20547614,,0.5,,1364867,,1.4,
1,0,0100000US,United States,,327,Nonmetallic mineral product manufacturing,,2016,371852,,0.6,,19588603,,0.6,,284052,,0.7,,590635,,0.8,,13375596,,0.7,,52096151,,0.6,,123229929,,0.6,,71427647,,0.7,,6555485,,2,
1,0,0100000US,United States,,327,Nonmetallic mineral product manufacturing,,2015,368081,,0.5,,18706611,,0.5,,280647,,0.6,,582880,,0.7,,12722317,,0.5,,51216057,,0.6,,118189067,,0.5,,67070680,,0.6,,5969314,,1.5,
1,0,0100000US,United States,,3271,Clay product and refractory manufacturing,,2016,31228,,1.6,,1514410,,1.3,,23161,,2,,47368,,2,,956778,,1.7,,2707392,,2,,7719472,,1.8,,4953265,,2.1,,529514,,2.1,
1,0,0100000US,United States,,3271,Clay product and refractory manufacturing,,2015,33133,,1.5,,1560267,,1.3,,24834,,1.7,,49488,,1.6,,998986,,1.6,,2919948,,3.4,,7725353,,1.8,,4764080,,1.8,,257643,,3.2,
1,0,0100000US,United States,,3272,Glass and glass product manufacturing,,2016,90507,,1.3,,4754118,,1.3,,71961,,1.4,,150000,,1.6,,3293769,,1.3,,10421043,,1.4,,26230901,,1.2,,15872869,,1.6,,1751048,,2.1,
1,0,0100000US,United States,,3272,Glass and glass product manufacturing,,2015,86127,,1.1,,4428815,,0.9,,68435,,1.1,,141167,,1.2,,3041595,,0.9,,10353324,,1.1,,25499962,,0.8,,15272362,,1.1,,1401481,,1.6,
1,0,0100000US,United States,,3273,Cement and concrete product manufacturing,,2016,165567,,1,,8615862,,1.1,,128237,,1.2,,265464,,1.4,,6133902,,1.2,,26195557,,1,,57215146,,1,,31291253,,1.2,,2878570,,2.8,
1,0,0100000US,United States,,3273,Cement and concrete product manufacturing,,2015,163609,,0.9,,8125107,,0.9,,126489,,1,,265971,,1.2,,5784943,,1,,25312202,,0.9,,53538163,,0.9,,28271917,,1.1,,2840022,,2.9,
1,0,0100000US,United States,,3274,Lime and gypsum product manufacturing,,2016,13068,,0.6,,839573,,0.3,,10830,,0.7,,24915,,0.7,,646675,,0.3,,3696699,,0.4,,7779641,,0.6,,4064769,,0.8,,379566,,1,
1,0,0100000US,United States,,3274,Lime and gypsum product manufacturing,,2015,13104,,0.3,,810048,,0.2,,10873,,0.3,,23162,,0.3,,618609,,0.2,,3551733,,0.4,,7510690,,0.2,,3991238,,0.1,,511771,,2.1,
1,0,0100000US,United States,,3279,Other nonmetallic mineral product manufacturing,,2016,71481,,1.5,,3864640,,1.2,,49862,,1.6,,102888,,1.5,,2344473,,1.2,,9075460,,1.3,,24284768,,0.9,,15245492,,1.2,,1016787,,9.2,
1,0,0100000US,United States,,3279,Other nonmetallic mineral product manufacturing,,2015,72108,,1.1,,3782374,,0.9,,50016,,1.1,,103092,,1.1,,2278184,,1,,9078850,,1.1,,23914899,,0.9,,14771083,,1.2,,958396,,2.5,
1,0,0100000US,United States,,331,Primary metal manufacturing,,2016,364199,,0.5,,22507604,,0.3,,283625,,0.5,,601862,,0.5,,15853838,,0.3,,125434567,,0.2,,206602620,,0.2,,79866090,,0.4,,6520176,,0.9,
